Nom_du_moteur,Energie,Architecture,Alimentation,Injection,Cylindree,Au_regime_de,Couple_maxi,Nombre_de_soupapes,Rapport_volumetrique,Norme_anti-pollution,Disposition_du_moteur,Puissance_reelle_maxi_ch,Puissance_reelle_maxi_kW,Alesage,Course,Immatriculation
1.5DCi120,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par rampe commune,1498.0,3497.79,270.0,16.0,13.88,Euro 6,Transversale Avant,120.0,88.0,81.78,87.35,7daabc26-44fa-41d8-b761-2d4600331ea8
2.0FSI211,Essence,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe essence,1984.0,4300.0,350.0,16.0,9.6,Euro 5,Longitudinale Avant,211.0,155.0,82.5,92.8,ff37634c-a30e-408f-a200-5f59c938c845
1.9Di104,Diesel,Quatre cylindres en ligne,Turbo,Injection directe par injecteurs pompes,1896.0,3497.79,294.79,8.0,13.88,Euro 6,Transversale Avant,104.0,77.0,81.78,87.35,c8e5b35f-e0aa-4074-bbc5-7a4f82be2bcf
1.0ESI115,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,999.0,5000.0,200.0,12.0,10.5,Euro 6,Transversale Avant,116.0,85.0,74.5,76.4,77b2062b-2186-4519-b6a2-c5176491f5fb
1.616vGPL,Gaz,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1598.0,3750.0,148.0,16.0,10.0,Euro 6,Transversale Avant,110.0,81.0,79.5,80.5,e3f5d2cb-0dc4-4f6a-8b14-bc7c98524819
85.0,Essence,Monocylindre,Turbo à géométrie variable,Carburateur,85.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,0.0,0.0,84.9,48.95,1a4c20f0-8e82-47a7-9855-e57bb2d70894
2.3HPi116,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,2500.0,320.0,16.0,16.0,Euro 6,Transversale Avant,116.0,85.0,88.0,94.0,9f286584-ffbd-4a1c-a634-a61afdd512ed
3.0i218ch,Essence,Six cylindres en ligne,Atmosphérique,Injection directe essence,2996.0,6100.0,270.0,24.0,10.7,Euro 5,Longitudinale Avant,218.0,160.0,85.0,88.0,1bd562bd-eb23-4925-ba2e-df635e2781ed
2.0d150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,350.0,16.0,16.5,Euro 6,Transversale Avant,150.0,110.0,84.0,90.0,c5f96e4b-1160-4593-9ee2-dfbca5809f6b
1.8,Essence,Quatre cylindres en ligne,Turbo Haute Pression,Injection multipoints,1781.0,5700.0,225.0,20.0,9.3,Euro 6,Transversale Avant,163.0,120.0,81.0,86.4,e379a72d-1f85-4c80-855e-06f9d8cd9913
1.2Vi,Essence,Trois cylindres en ligne,Atmosphérique,Injection multipoints,1199.0,2750.0,118.0,12.0,13.88,Euro 6,Transversale Avant,82.0,60.0,75.0,90.5,e6a6939b-c3f7-4dbe-9900-d731b0356990
3.0dCi150,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2953.0,1200.0,350.0,16.0,13.88,Euro 5,Transversale Avant,150.0,110.0,81.78,87.35,303fb474-7ff5-471f-a0ab-83dec74e0a3a
3.0HP170,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2998.0,3000.0,400.0,16.0,19.0,Euro 6,Transversale Avant,170.0,125.0,95.8,104.0,62141093-e297-43d4-8f67-1aed2d857c1f
2.3HPi126,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2287.0,1800.0,320.0,16.0,13.88,Euro 5,Transversale Avant,126.0,93.0,81.78,87.35,91584519-fdc7-4be3-a81f-f1bc8be78521
1.5i150ch,Hybride,Trois cylindres en ligne,Turbocompresseur,Injection directe essence,1499.0,4700.0,2030.0,12.0,11.0,Euro 6,Transversale Avant,150.0,110.0,82.0,94.6,6c0cc8bf-341e-4b4c-ac36-e6e8ad979411
150.0,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1498.0,3500.0,140.0,8.0,11.0,Euro 4,Transversale Avant,95.0,70.0,83.0,69.2,f2364a41-8dd4-468f-bc50-ac57224f4f2b
1.8,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1769.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,116.0,85.0,81.78,87.35,e9ed5c58-68a3-4117-abb8-49166dfcb7a3
2.0D136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,2000.0,320.0,16.0,18.5,Euro 6,Transversale Avant,136.0,100.0,85.0,88.0,b2bb573f-5833-4586-9432-17b30041d2c7
150D-4D,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,2000.0,370.0,16.0,16.7,Euro 6,Transversale Avant,150.0,110.0,85.0,88.0,e021743f-c759-47db-a966-ebda639cbf22
1.9DI130,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1750.0,285.0,8.0,19.5,Euro 3,Transversale Avant,130.0,96.0,79.5,95.5,375618c1-44e5-4e1b-9047-87d9c4738dbd
125.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,125.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,c3a2fb48-3e2d-4ad2-91e7-9510427e9719
2.3HPi156,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2287.0,2800.0,380.0,16.0,16.2,Euro 6,Transversale Avant,156.0,115.0,88.0,94.0,b55ffeb2-d34b-411b-9241-a1bac25a0976
180CGIBE,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1595.0,5000.0,200.0,16.0,10.3,Euro 6,Transversale Avant,122.0,90.0,83.0,73.7,e1290091-fcb4-4a38-9f11-f4b84f395251
1.716v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1749.0,4000.0,160.0,16.0,10.8,Euro 3,Transversale Avant,117.0,85.0,82.7,81.4,b86ea7de-420b-42c0-9623-241632d41b8b
2.4,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,2429.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,147.0,108.0,81.78,87.35,642978bc-b268-4d12-b197-1a102fccd1d4
250CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2143.0,3800.0,500.0,16.0,13.88,Euro 5,Longitudinale Avant,204.0,150.0,81.78,87.35,bea8967f-e583-4f8a-b3e0-bebfb82d51b2
2.0i258ch,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1998.0,5000.0,400.0,16.0,10.2,Euro 6,Transversale Avant,258.0,190.0,82.0,94.6,5ef30c50-81a9-414a-ae7f-8d444ddcbc49
1.2,Essence,Trois cylindres en ligne,Turbo,Injection directe essence,1199.0,1500.0,205.0,12.0,13.88,Euro 6,Transversale Avant,110.0,81.0,81.78,87.35,6bb835a0-7717-49d7-83db-f5549b8d20c0
Standard,Electrique,Synchrone à aimants permanents,Turbo à géométrie variable,Injection directe à rampe commune,1887.85,3497.79,295.0,15.58,13.88,Euro 6,Transversale Avant,120.0,88.0,81.78,87.35,f36ff8ea-e8e6-4609-8101-1f966d4e3217
1.2SI,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1197.0,4800.0,160.0,8.0,10.0,Euro 5,Transversale Avant,85.0,63.0,71.0,75.6,574fc1ab-5670-4dee-8329-d2cbfd96286b
1700.0,Essence,Bicylindre en V,Turbo à géométrie variable,Injection multipoints,1670.0,3750.0,150.0,8.0,8.36,Euro 6,Vertical,90.0,66.0,97.0,113.0,900d5f49-917b-45cd-b7d5-25bffefa418e
6.2V8,Essence,Huit cylindres en V,Compresseur volumétrique,Injection multipoints,6162.0,3800.0,747.0,16.0,13.88,Euro 5,Longitudinale Avant,564.0,415.0,81.78,87.35,1d8e4b05-f3aa-40b1-ba11-b5c11e0f56db
2.0MJ14016v,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1956.0,4500.0,350.0,16.0,16.5,Euro 5,Transversale Avant,140.0,103.0,83.0,90.4,88b40ca6-9637-413f-a005-2fa6d877cc2f
2.5Hybrid,Hybride,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,2487.0,6000.0,239.0,16.0,13.88,Euro 6,Transversale Avant,190.0,140.0,87.5,103.4,d132ed49-c697-4653-ac59-c7cbd553a6c9
2.5,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,2488.0,4000.0,230.0,16.0,9.5,Euro 6,Transversale Avant,165.0,121.0,89.0,100.0,b4a9530f-30a7-4d09-8e8f-21987175611b
116CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2143.0,3800.0,380.0,16.0,16.2,Euro 6,Transversale Avant,163.0,120.0,83.0,99.0,d9f5ecb4-54b4-41e2-bae9-57a4379de871
1.4,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1349.0,4000.0,122.0,16.0,10.0,Euro 6,Transversale Avant,84.0,62.0,74.0,78.4,9f737077-a447-4183-83a7-d6484504254e
SDV8,Diesel,Huit cylindres en V,Bi-Turbos,Injection directe à rampe commune,4367.0,3500.0,740.0,32.0,16.1,Euro 6,Longitudinale Avant,339.0,249.0,84.0,98.5,b31d483c-a4f2-4c84-acad-b683be527aec
6.2V8,Essence,Huit cylindres en V,Atmosphérique,Injection multipoints,6162.0,4100.0,621.0,16.0,13.88,Euro 6,Transversale Avant,426.0,313.0,103.0,92.0,7638df5b-327a-4793-86fa-bb763430fd09
500.0,Essence,Huit cylindres en V,Atmosphérique,Injection multipoints,5462.0,2800.0,530.0,32.0,10.7,Euro 4,Longitudinale Avant,388.0,285.0,81.78,87.35,3276f6d4-ce96-4fd8-aa9a-a404c8830db7
2.0DI140,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1968.0,1800.0,320.0,16.0,18.5,Euro 4,Transversale Avant,140.0,103.0,81.0,95.5,dfd9b302-f4f2-4e7e-b8ca-17df6c39f020
2.0,Essence,Quatre cylindres en ligne,Turbo,Injection,1985.0,3497.79,294.79,16.0,13.88,Euro 6,Transversale Avant,205.0,151.0,81.78,87.35,43f2ea45-aa25-43ad-85b1-46dc1e3df38c
1.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1332.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,75.0,55.0,81.78,87.35,6175065a-f24b-4888-b03d-d876a6c5db60
1.0EcoB125,Essence,Trois cylindres en ligne,Turbo,Injection directe,999.0,3497.79,200.0,15.58,13.88,Euro 6,Transversale Avant,125.0,92.0,81.78,87.35,ed8f1b3e-3e73-4192-b9d5-38399307d758
3.0d286,Diesel,Six cylindres en ligne,Bi-Turbos à géométrie variable,Injection directe à rampe commune,2993.0,4400.0,580.0,24.0,17.0,Euro 4,Longitudinale Avant,286.0,210.0,84.0,90.0,17d32f67-e840-4946-8d1d-e106f6b359fd
3.0i+Hyb,Hybride,Six cylindres en ligne,Bi-Turbos,Injection directe essence,2998.0,5000.0,450.0,24.0,11.0,Euro 6,Longitudinale Avant,286.0,210.0,82.0,94.6,ba29f790-b75d-4586-820a-f2a3592a4465
1.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1332.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,75.0,55.0,81.78,87.35,4e93a9bb-fcc1-4cd2-84dd-132a4ca727e2
2.5Hybrid,Hybride,Quatre cylindres en ligne,Atmosphérique,Injection directe essence,2494.0,5700.0,206.0,16.0,13.88,Euro 6,Transversale Avant,155.0,114.0,81.78,87.35,8dda76b8-b435-4fa5-9ea9-d1cb4bf1199b
2.0HDi136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,2000.0,320.0,16.0,17.6,Euro 4,Transversale Avant,136.0,100.0,85.0,88.0,cc8576cf-c19f-4998-8ca9-38ee9b321de2
1.6DI105,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,1598.0,4400.0,250.0,16.0,16.5,Euro 5,Transversale Avant,105.0,77.0,79.5,80.5,28bf1e9a-8cba-4140-a267-d2f14f29018c
3.0i,Essence,Six cylindres en ligne,Bi-Turbos,Injection directe essence,2979.0,5800.0,400.0,24.0,10.2,Euro 5,Longitudinale Avant,306.0,225.0,84.0,89.6,13c6896b-a914-447e-b873-89769847834a
2.0DI140,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1968.0,4000.0,320.0,16.0,18.0,Euro 6,Transversale Avant,140.0,103.0,81.0,95.5,db95bc20-d516-40aa-8e97-c1685871472c
2.0FSI190,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1984.0,4200.0,320.0,16.0,13.88,Euro 6,Transversale Avant,190.0,140.0,81.78,87.35,73d906fc-ef9a-4557-8ceb-1b86a3a1789e
1.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1349.0,3500.0,121.0,16.0,10.0,Euro 4,Transversale Avant,75.0,55.0,74.0,78.4,89709f85-22aa-4111-9257-c9da39387bb5
2.5CRDi143,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,2497.0,2000.0,343.0,16.0,13.88,Euro 6,Longitudinale Avant,140.0,103.0,91.0,94.0,09626673-8c60-45a9-a402-a6f36f69ee0c
1.6HP16v,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1598.0,1650.0,250.0,16.0,13.88,Euro 6,Transversale Avant,181.0,133.0,81.78,87.35,ff9267fd-5e14-4a71-b800-67fcc9583220
3.0i306ch,Essence,Six cylindres en ligne,Turbo à double entrée,Injection directe essence,2979.0,5800.0,400.0,24.0,10.2,Euro 5,Longitudinale Avant,306.0,225.0,84.0,89.6,1e9bdce0-9c06-43f0-b83a-958891113abc
1.4SI150,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1395.0,5000.0,250.0,16.0,13.88,Euro 6,Transversale Avant,150.0,110.0,81.78,87.35,178dc5d1-cd69-4d57-a061-3f0a6ad5d1ee
2.0d150,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,350.0,16.0,16.5,Euro 6,Transversale Avant,150.0,110.0,84.0,90.0,2c39427e-393b-40d1-bdef-3fe7deed0ca5
1.4SI,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1390.0,5800.0,240.0,16.0,10.0,Euro 5,Transversale Avant,160.0,118.0,76.5,75.6,b63a4447-c96c-4c02-8042-d72b37194f5c
2.0i184ch,Essence,Quatre cylindres en ligne,Turbocompresseur,Injection directe essence,1998.0,5000.0,270.0,16.0,10.5,Euro 6,Longitudinale Avant,184.0,135.0,77.0,85.8,f42fa163-04dd-4c12-863a-d2e8d7d78228
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1587.0,4000.0,147.0,16.0,11.0,Euro 3,Transversale Avant,110.0,80.0,78.5,82.0,442e479f-1ec0-410d-b138-08210b1bdb03
1.5D,Diesel,Trois cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1496.0,1750.0,270.0,12.0,16.5,Euro 6,Transversale Avant,116.0,85.0,84.0,90.0,06aa5d50-07a2-436f-89a5-8e6a3b67a457
3.0i,Essence,Six cylindres en ligne,Atmosphérique,Injection multipoints,2996.0,2400.0,270.0,24.0,12.0,Euro 4,Longitudinale Avant,218.0,160.0,85.0,88.0,f5924669-213f-4946-8ad3-e8f06141d7b7
0.7,Essence,Trois cylindres en ligne,Turbo,Injection multipoints,698.0,2000.0,95.0,6.0,9.0,Euro 4,Transversale Arrière,61.0,45.0,66.5,67.0,12b7098c-1d32-4722-8177-a0da1e988f93
2.0CRDi136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,318.0,16.0,13.88,Euro 5,Transversale Avant,136.0,100.0,84.0,90.0,2b7dc053-2b0a-4f43-8d9a-4b8a8130c945
1.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1299.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,60nc,112.62,81.78,87.35,c69870c1-5027-4d1b-a656-4ae7b83e20a2
1.9DI115,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe par injecteurs pompes,1896.0,1900.0,285.0,8.0,18.0,Euro 6,Transversale Avant,115.0,85.0,79.5,95.5,849ddc44-5fe6-44f7-8e71-bd20e42bda87
3.0V6Hybrid,Hybride,Six cylindres en V,Compresseur,Injection directe,2995.0,5500.0,440.0,24.0,10.5,Euro 6,Longitudinale Avant,333.0,245.0,84.5,89.0,7509a7a9-393a-4273-8e27-50cde7bbe966
116CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2143.0,3800.0,380.0,16.0,16.2,Euro 6,Transversale Avant,163.0,120.0,83.0,99.0,a498d400-ffe1-4534-b3c1-a073e3b35186
1.3,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1332.0,4000.0,125.0,16.0,10.5,Euro 4,Transversale Avant,95.0,70.0,75.0,75.4,a3fb5d8d-18e0-4bdf-9447-1d08cb5d4eb5
D5,Diesel,Cinq cylindres en ligne,Turbo,Injection,2401.0,3497.79,294.79,20.0,13.88,Euro 6,Transversale Avant,163.0,120.0,81.78,87.35,501af7ca-daf3-4372-a94a-d9b009aa05e7
1.9D75,Diesel,Quatre cylindres en ligne,Turbo,Injection,1896.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,75nc,112.62,81.78,87.35,e1446b41-dcd7-4cc5-8aa1-7189ccb6408c
2.7Di125,Diesel,Quatre cylindres en ligne,Turbo,Injection directe par injecteurs pompes,2664.0,3497.79,294.79,8.0,13.88,Euro 6,Transversale Avant,125.0,92.0,81.78,87.35,60de450c-bbce-4f2d-b1d6-08bde6c16054
1.4DCi70,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1399.0,1750.0,160.0,8.0,17.9,Euro 5,Transversale Avant,69.0,51.0,73.7,82.0,31888ab5-047f-48a0-aabd-443b35063b27
1.9dCi130,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1870.0,1750.0,300.0,8.0,16.6,Euro 4,Transversale Avant,130.0,96.0,80.0,93.0,122b5429-1e2c-4346-81de-be4aaac71e28
2.5dCi122,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2488.0,3600.0,250.0,16.0,13.88,Euro 5,Transversale Avant,122.0,90.0,81.78,87.35,fb020ca6-7b14-43d4-b301-a5e90a579888
1.4FSI150,Essence,Quatre cylindres en ligne,Turbo,Injection directe essence,1395.0,5000.0,250.0,16.0,13.88,Euro 6,Longitudinale Avant,150.0,110.0,81.78,87.35,2f6e03f6-7230-4c10-80fc-0dd7e9fb9a0b
2.5dCi100,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2464.0,1500.0,260.0,16.0,15.6,Euro 5,Transversale Avant,100.0,74.0,84.0,90.0,ebaa92cd-3ef7-4d60-a604-e85034553bd1
1.5D100ECO,Diesel,Quatre cylindres en ligne,Turbocompresseur,Injection directe à rampe commune,1498.0,3750.0,250.0,8.0,16.0,Euro 6,Transversale,101.0,74.0,73.5,88.3,c8457e64-dcc5-488b-a415-44a930a1a360
2.0CRDi136,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,373.0,16.0,13.88,Euro 6,Transversale Avant,136.0,100.0,84.0,90.0,1614b634-b627-428b-913f-cab8a8d2b0ef
2.0d190,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1995.0,4000.0,400.0,16.0,16.5,Euro 6,Longitudinale Avant,190.0,140.0,84.0,90.0,05b6341a-c502-482f-affc-22907103378e
3.0dCi150,Diesel,Quatre cylindres en ligne,Turbo,Injection directe à rampe commune,2953.0,3400.0,350.0,16.0,15.5,Euro 6,Transversale Avant,150.0,110.0,96.0,102.0,d8b24deb-bb8a-4627-a770-fe64e2a69a40
1.2,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1242.0,3000.0,102.0,8.0,11.1,Euro 5,Transversale Avant,69.0,51.0,70.8,78.9,8a8213b8-659a-471d-892c-40fa7ded5e37
280V6,Essence,Six cylindres en V,Turbo à géométrie variable,Injection multipoints,2799.0,3000.0,265.0,18.0,13.88,Euro 6,Longitudinale,197.0,145.0,89.9,73.5,25ea02e7-8687-4a75-aa3c-ea6aac60bbe3
1.2DIG-S,Essence,Trois cylindres en ligne,Compresseur,Injection directe essence,1198.0,4400.0,147.0,12.0,13.0,Euro 6,Transversale Avant,98.0,72.0,78.0,83.6,5c2f55a9-6563-478d-a481-b2fbf3cf6db5
310.0,Essence,Monocylindre,Turbo à géométrie variable,Injection électronique,313.0,7500.0,28.0,4.0,13.88,Euro 4,Transversale Avant,34.0,25.0,80.0,62.0,dd80df99-2c86-4c28-9300-ce1bb5004e48
2.4,Essence,Cinq cylindres en ligne,Atmosphérique,Injection,2435.0,3497.79,294.79,20.0,13.88,Euro 6,Transversale Avant,170.0,125.0,81.78,87.35,316c3a1d-268d-4f64-a50b-255ecd6d0bca
1.5dCi80,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1461.0,2000.0,185.0,8.0,18.8,Euro 3,Transversale Avant,80.0,60.0,76.0,80.5,182509d0-2b37-49bc-acd9-b34ba0fb3861
2.0DI143,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4200.0,320.0,16.0,16.5,Euro 5,Longitudinale Avant,143.0,105.0,81.0,95.5,96d7b616-6503-4fec-89d7-0bb1b77d79a7
250D,Diesel,Quatre cylindres à plat,Turbo,Injection directe à rampe commune,2143.0,3800.0,500.0,16.0,13.88,Euro 6,Longitudinale Avant,204.0,150.0,81.78,87.35,0a98a0e0-9c9e-4d46-b2df-5c7c2da1909b
2.0D165,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1997.0,3750.0,380.0,16.0,16.5,Euro 6,Transversale Avant,163.0,120.0,83.0,92.31,f6e1768f-fb0f-4cc2-be25-a2286fa72fe0
2.0FSI211,Essence,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe essence,1984.0,4300.0,350.0,16.0,9.6,Euro 5,Longitudinale Avant,211.0,155.0,82.5,92.8,43b46fd7-6a36-4c9d-9f71-8ce2d1309f7c
300.0,Essence,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,293.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,150.0,112.62,81.78,87.35,f1df050c-d262-467c-a296-52258c9c7cce
V85.0,Essence,Huit cylindres en V,Compresseur,Injection directe essence,4999.0,6000.0,625.0,32.0,9.5,Euro 6,Longitudinale Avant,510.0,375.0,92.5,93.0,6d1929b2-f8c7-4f1e-b72f-5f6eafba6961
2.8D105,Diesel,4 Cyl. / Longitudinale,Turbo Haute Pression,Injection,2798.0,1800.0,250.0,8.0,18.5,Euro 6,Transversale Avant,106.0,78.0,94.4,100.0,c0ec9437-9595-47bf-80d1-4381a547fdcf
2.5CRDi143,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,2497.0,2000.0,343.0,16.0,13.88,Euro 6,Longitudinale Avant,140.0,103.0,91.0,94.0,abb94b73-15d4-400a-9194-5abed9741ba0
1.9SDi64,Diesel,Quatre cylindres en ligne,Atmosphérique,Injection,1896.0,3497.79,294.79,8.0,13.88,Euro 6,Transversale Avant,64.0,47.0,81.78,87.35,3bf9e768-b6f5-4b77-88b9-def84f890535
250CDI,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2143.0,3800.0,500.0,16.0,13.88,Euro 5,Longitudinale Avant,204.0,150.0,81.78,87.35,994e03c6-77c8-49e8-8316-bb58dd6bd977
1.5dCi85,Diesel,Quatre cylindres en ligne,Turbo Haute Pression,Injection directe à rampe commune,1461.0,1900.0,200.0,8.0,17.9,Euro 4,Transversale Avant,86.0,63.0,76.0,80.5,469ee021-ecae-42d9-bc02-4ebdc946fb34
200.0,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,2034.0,5500.0,185.0,8.0,11.0,Euro 4,Transversale Avant,136.0,100.0,83.0,94.0,d47dd5a8-76de-4008-8c0c-5cbcb8036e2b
1.1,Essence,Quatre cylindres en ligne,Atmosphérique,Injection,1108.0,3497.79,294.79,15.58,13.88,Euro 6,Transversale Avant,55.0,40.0,81.78,87.35,6da9d019-fbf1-43c2-b69c-17e97bf1cd06
125.0,Essence,Monocylindre,Turbo à géométrie variable,Injection électronique,125.0,8000.0,12.0,4.0,13.88,Euro 5,Transversale Avant,15.0,11.0,58.0,47.2,24875778-6a19-4f9a-bbbc-bf2d8f5b5f25
Electrique,Electrique,Moteur Electrique,Turbo à géométrie variable,Batterie lithium-ion,1887.85,6000.0,310.0,15.58,13.88,Euro 6,Transversale Avant,204.0,150.0,81.78,87.35,903057b8-c069-4c0c-844b-e7036fa1a6c7
2.0DI170,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,1968.0,4200.0,350.0,16.0,16.5,Euro 5,Transversale Avant,170.0,125.0,81.0,95.5,99134c21-ef62-4352-84a3-05ea724761a7
V63.0,Essence,Six cylindres en V,Atmosphérique,Injection multipoints,2995.0,4500.0,283.0,24.0,10.5,Euro 6,Longitudinale Avant,204.0,150.0,87.5,83.0,c682f66a-30c4-4570-9641-bb9e32dd31e9
3.0HPI160,Diesel,Quatre cylindres en ligne,Turbo à géométrie variable,Injection directe à rampe commune,2998.0,3497.79,400.0,16.0,13.88,Euro 6,Transversale Avant,162.0,119.0,81.78,87.35,e905376b-1eb1-40a6-b292-221e69faf9b6
1.616v,Essence,Quatre cylindres en ligne,Atmosphérique,Injection multipoints,1587.0,4000.0,147.0,16.0,11.0,Euro 3,Transversale Avant,110.0,80.0,78.5,82.0,a81a332d-4585-4cbf-bb7f-a945f80ae657
3.0i306ch,Essence,Six cylindres en ligne,Turbo à double entrée,Injection directe essence,2979.0,5800.0,400.0,24.0,10.2,Euro 5,Longitudinale Avant,306.0,225.0,84.0,89.6,262b3449-799d-4f62-adf8-f73b7b6d5d21
